,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Regionname,Count,Age,Historic
8501,West Footscray,4/624 Barkly St,2,u,490000.0,S,Village,22/04/2017,8.2,3012.0,1.0,1.0,117.0,[[1962.6446937]],Maribyrnong,Western Metropolitan,8453,[[58.3553063]],Historic
8502,West Footscray,1 Dongola Rd,3,h,935000.0,S,Jas,22/04/2017,8.2,3012.0,1.0,2.0,325.0,1925.0,Maribyrnong,Western Metropolitan,8454,96.0,Historic
8503,West Footscray,14 Stanhope St,3,h,975000.0,S,Jas,22/04/2017,8.2,3012.0,1.0,0.0,318.0,[[1962.6446937]],Maribyrnong,Western Metropolitan,8455,[[58.3553063]],Historic
8504,West Footscray,8/132 Rupert St,1,u,185000.0,PI,Jas,29/04/2017,8.2,3012.0,1.0,1.0,0.0,[[1962.6446937]],Maribyrnong,Western Metropolitan,8456,[[58.3553063]],Historic
8505,Williamstown,44 Electra St,4,h,2165000.0,SP,Greg,6/05/2017,8.0,3016.0,2.0,2.0,450.0,1910.0,Hobsons Bay,Western Metropolitan,8457,111.0,Historic
8506,Williamstown,8 Jobson St,3,h,1245000.0,S,hockingstuart,6/05/2017,8.0,3016.0,2.0,2.0,292.0,1980.0,Hobsons Bay,Western Metropolitan,8458,41.0,Contemporary
8507,Williamstown,73a Victoria St,4,h,2075000.0,SP,Greg,6/05/2017,8.0,3016.0,3.0,2.0,324.0,2009.0,Hobsons Bay,Western Metropolitan,8459,12.0,Contemporary
8508,Williamstown,2/77 Dover Rd,2,u,543000.0,S,Williams,8/04/2017,8.0,3016.0,1.0,1.0,0.0,1974.0,Hobsons Bay,Western Metropolitan,8460,47.0,Contemporary
8509,Williamstown,8 Princes St,3,h,1150000.0,SP,Jas,8/04/2017,8.0,3016.0,1.0,0.0,308.0,1900.0,Hobsons Bay,Western Metropolitan,8461,121.0,Historic
8510,Williamstown,35 Railway Pl,3,h,1290000.0,S,RT,8/04/2017,8.0,3016.0,1.0,0.0,273.0,[[1962.34463248]],Hobsons Bay,Western Metropolitan,8462,[[58.65536752]],Historic
8511,Williamstown,2/170 Cecil St,2,h,1000000.0,S,Raine,13/05/2017,8.0,3016.0,1.0,2.0,447.0,[[1962.34463248]],Hobsons Bay,Western Metropolitan,8463,[[58.65536752]],Historic
8512,Williamstown,10 Crofton Dr,5,h,2040000.0,S,Greg,13/05/2017,8.0,3016.0,3.0,2.0,531.0,1997.0,Hobsons Bay,Western Metropolitan,8464,24.0,Contemporary
8513,Williamstown,60 Merrett Dr,4,h,1412000.0,SP,Williams,13/05/2017,8.0,3016.0,2.0,4.0,551.0,[[1962.34463248]],Hobsons Bay,Western Metropolitan,8465,[[58.65536752]],Historic
8514,Williamstown,8/97 Verdon St,2,u,465000.0,S,Raine,13/05/2017,8.0,3016.0,1.0,1.0,0.0,1970.0,Hobsons Bay,Western Metropolitan,8466,51.0,Contemporary
8515,Williamstown,2/47 Power St,2,h,855000.0,S,Williams,20/05/2017,8.0,3016.0,1.0,1.0,160.0,[[1962.34463248]],Hobsons Bay,Western Metropolitan,8467,[[58.65536752]],Historic
8516,Williamstown,12/53 Morris St,2,u,550000.0,SP,Williams,22/04/2017,8.0,3016.0,1.0,2.0,0.0,1990.0,Hobsons Bay,Western Metropolitan,8468,31.0,Contemporary
8517,Williamstown,9/99 Verdon St,2,u,490000.0,S,Village,22/04/2017,8.0,3016.0,1.0,1.0,0.0,[[1962.34463248]],Hobsons Bay,Western Metropolitan,8469,[[58.65536752]],Historic
8518,Williamstown,6 Caspian Tce,4,h,1200000.0,SP,Village,29/04/2017,8.0,3016.0,3.0,2.0,183.0,2006.0,Hobsons Bay,Western Metropolitan,8470,15.0,Contemporary
8519,Williamstown,240 Coogee La,3,h,1330000.0,S,Greg,29/04/2017,8.0,3016.0,2.0,2.0,184.0,[[1962.34463248]],Hobsons Bay,Western Metropolitan,8471,[[58.65536752]],Historic
8520,Williamstown,15 Kingshott Cl,4,h,1500000.0,VB,Greg,29/04/2017,8.0,3016.0,3.0,2.0,450.0,[[1962.34463248]],Hobsons Bay,Western Metropolitan,8472,[[58.65536752]],Historic
8521,Williamstown,165 Osborne St,4,h,1630000.0,S,Sweeney,29/04/2017,8.0,3016.0,2.0,2.0,260.0,[[1962.34463248]],Hobsons Bay,Western Metropolitan,8473,[[58.65536752]],Historic
8522,Yarraville,76 Castlemaine St,3,h,935000.0,S,Jas,6/05/2017,7.0,3013.0,1.0,0.0,212.0,[[1960.8443264]],Maribyrnong,Western Metropolitan,8474,[[60.1556736]],Historic
8523,Yarraville,8 Gordon Pde,3,h,990000.0,S,Jas,6/05/2017,7.0,3013.0,1.0,2.0,340.0,1940.0,Maribyrnong,Western Metropolitan,8475,81.0,Historic
8524,Yarraville,92 Simpson St,2,h,950000.0,SP,Village,6/05/2017,7.0,3013.0,1.0,0.0,94.0,[[1960.8443264]],Maribyrnong,Western Metropolitan,8476,[[60.1556736]],Historic
8525,Yarraville,15 Freame St,2,h,1196000.0,S,Greg,8/04/2017,7.0,3013.0,1.0,2.0,451.0,[[1960.8443264]],Maribyrnong,Western Metropolitan,8477,[[60.1556736]],Historic
8526,Yarraville,1/17 Gordon Pde,2,h,470000.0,S,Sweeney,8/04/2017,7.0,3013.0,1.0,1.0,79.0,1965.0,Maribyrnong,Western Metropolitan,8478,56.0,Historic
8528,Yarraville,54 Tongue St,4,h,2035000.0,S,Jas,8/04/2017,7.0,3013.0,2.0,0.0,607.0,1890.0,Maribyrnong,Western Metropolitan,8480,131.0,Historic
8529,Yarraville,29 Wilson St,3,h,935000.0,S,Jas,8/04/2017,7.0,3013.0,1.0,0.0,198.0,1970.0,Maribyrnong,Western Metropolitan,8481,51.0,Contemporary
8530,Yarraville,260 Francis St,3,h,892000.0,S,Village,13/05/2017,7.0,3013.0,1.0,2.0,449.0,1940.0,Maribyrnong,Western Metropolitan,8482,81.0,Historic
8532,Yarraville,2/150 Hyde St,2,u,650000.0,SP,Jas,13/05/2017,7.0,3013.0,2.0,2.0,0.0,1985.0,Maribyrnong,Western Metropolitan,8484,36.0,Contemporary
8533,Yarraville,1/6 Jepson St,3,t,1070000.0,S,Jas,13/05/2017,7.0,3013.0,2.0,2.0,257.0,2012.0,Maribyrnong,Western Metropolitan,8485,9.0,Contemporary
8534,Yarraville,10/51 Stephen St,2,u,397000.0,S,Village,13/05/2017,7.0,3013.0,1.0,1.0,0.0,1975.0,Maribyrnong,Western Metropolitan,8486,46.0,Contemporary
8535,Yarraville,33 Bromyard St,2,h,1035000.0,S,Sweeney,20/05/2017,7.0,3013.0,1.0,3.0,469.0,[[1960.8443264]],Maribyrnong,Western Metropolitan,8487,[[60.1556736]],Historic
8536,Yarraville,26 Buninyong St,3,h,1370000.0,S,Greg,20/05/2017,7.0,3013.0,2.0,2.0,389.0,[[1960.8443264]],Maribyrnong,Western Metropolitan,8488,[[60.1556736]],Historic
8537,Yarraville,455 Geelong Rd,2,h,650000.0,PI,Village,20/05/2017,7.0,3013.0,1.0,2.0,304.0,1960.0,Maribyrnong,Western Metropolitan,8489,61.0,Historic
8538,Yarraville,96 Hamilton St,2,h,820000.0,PI,Village,20/05/2017,7.0,3013.0,1.0,0.0,211.0,[[1960.8443264]],Maribyrnong,Western Metropolitan,8490,[[60.1556736]],Historic
8539,Yarraville,292 Hyde St,3,h,750000.0,PI,McGrath,20/05/2017,7.0,3013.0,2.0,1.0,390.0,1980.0,Maribyrnong,Western Metropolitan,8491,41.0,Contemporary
8540,Yarraville,2/10 Schild St,2,u,497600.0,SP,Jas,20/05/2017,7.0,3013.0,1.0,1.0,0.0,[[1960.8443264]],Maribyrnong,Western Metropolitan,8492,[[60.1556736]],Historic
8541,Yarraville,183 Stephen St,3,h,970000.0,S,Raine,20/05/2017,7.0,3013.0,2.0,0.0,354.0,1930.0,Maribyrnong,Western Metropolitan,8493,91.0,Historic
8542,Yarraville,66 Drew St,2,h,1256000.0,S,hockingstuart,22/04/2017,7.0,3013.0,1.0,3.0,531.0,1940.0,Maribyrnong,Western Metropolitan,8494,81.0,Historic
8543,Yarraville,3/11 Fielding St,3,t,1120000.0,S,hockingstuart,22/04/2017,7.0,3013.0,2.0,0.0,152.0,2012.0,Maribyrnong,Western Metropolitan,8495,9.0,Contemporary
8544,Yarraville,2C Castlemaine St,3,h,1425000.0,PI,Jas,29/04/2017,7.0,3013.0,3.0,2.0,305.0,2007.0,Maribyrnong,Western Metropolitan,8496,14.0,Contemporary
8545,Yarraville,40 Kingston St,3,h,872500.0,SP,Jas,29/04/2017,7.0,3013.0,1.0,2.0,189.0,1920.0,Maribyrnong,Western Metropolitan,8497,101.0,Historic
8546,Yarraville,46 MacKay St,4,h,1455000.0,S,Village,29/04/2017,7.0,3013.0,1.0,1.0,328.0,1920.0,Maribyrnong,Western Metropolitan,8498,101.0,Historic
8547,Yarraville,12/35 Princess St,1,u,331000.0,S,Jas,29/04/2017,7.0,3013.0,1.0,1.0,0.0,1970.0,Maribyrnong,Western Metropolitan,8499,51.0,Contemporary
8548,Yarraville,10 Salisbury St,3,h,950000.0,S,Sweeney,29/04/2017,7.0,3013.0,2.0,2.0,287.0,2002.0,Maribyrnong,Western Metropolitan,8500,19.0,Contemporary
8549,Abbotsford,132 Vere St,3,h,1000000.0,SP,Biggin,8/04/2017,2.5,3067.0,1.0,0.0,198.0,1900.0,Yarra,Northern Metropolitan,8501,121.0,Historic
8550,Abbotsford,6/205 Gipps St,2,u,870000.0,S,Biggin,20/05/2017,2.5,3067.0,2.0,1.0,0.0,2013.0,Yarra,Northern Metropolitan,8502,8.0,Contemporary
8551,Abbotsford,24 Cooke St,2,h,1050000.0,S,Jellis,29/04/2017,2.5,3067.0,1.0,0.0,129.0,1890.0,Yarra,Northern Metropolitan,8503,131.0,Historic
8552,Abbotsford,198 Gipps St,2,h,1242000.0,S,Nelson,29/04/2017,2.5,3067.0,1.0,1.0,249.0,1940.0,Yarra,Northern Metropolitan,8504,81.0,Historic
8553,Abbotsford,22 Lulie St,3,h,1165000.0,S,Jellis,29/04/2017,2.5,3067.0,2.0,0.0,92.0,1888.0,Yarra,Northern Metropolitan,8505,133.0,Historic
8554,Airport West,48 Bedford St,3,h,872500.0,S,Nelson,8/04/2017,13.5,3042.0,1.0,1.0,594.0,1950.0,Moonee Valley,Western Metropolitan,8506,71.0,Historic
8555,Airport West,33 Green St,3,h,720000.0,S,Brad,8/04/2017,13.5,3042.0,2.0,2.0,305.0,2008.0,Moonee Valley,Western Metropolitan,8507,13.0,Contemporary
8556,Airport West,25 Clydesdale Rd,3,h,985000.0,S,McDonald,29/04/2017,13.5,3042.0,1.0,1.0,841.0,[[1970.5963159]],Moonee Valley,Western Metropolitan,8508,[[50.4036841]],Contemporary
8557,Airport West,67 Halsey Rd,3,h,510000.0,VB,Nelson,29/04/2017,13.5,3042.0,1.0,1.0,488.0,1960.0,Moonee Valley,Western Metropolitan,8509,61.0,Historic
8558,Airport West,2/80 Hawker St,2,u,480000.0,VB,Barry,29/04/2017,13.5,3042.0,1.0,1.0,128.0,2009.0,Moonee Valley,Western Metropolitan,8510,12.0,Contemporary
8560,Albion,1/141 Anderson Rd,2,u,420000.0,S,Bells,13/05/2017,13.9,3020.0,1.0,1.0,192.0,1970.0,Brimbank,Western Metropolitan,8512,51.0,Contemporary
8561,Albion,76 Forrest St,3,h,700000.0,S,Douglas,13/05/2017,13.9,3020.0,1.0,2.0,697.0,[[1971.19643833]],Brimbank,Western Metropolitan,8513,[[49.80356167]],Contemporary
8562,Albion,2/36 Selwyn St,3,u,580000.0,PI,Douglas,13/05/2017,13.9,3020.0,2.0,2.0,250.0,2013.0,Brimbank,Western Metropolitan,8514,8.0,Contemporary
8563,Albion,1/121 Anderson Rd,1,u,200000.0,VB,FN,20/05/2017,13.9,3020.0,1.0,1.0,1175.0,1970.0,Brimbank,Western Metropolitan,8515,51.0,Contemporary
8564,Albion,67 Norwood St,3,h,621000.0,S,hockingstuart,20/05/2017,13.9,3020.0,1.0,3.0,547.0,[[1971.19643833]],Brimbank,Western Metropolitan,8516,[[49.80356167]],Contemporary
8565,Albion,2/62 Selwyn St,3,u,600000.0,SA,Douglas,20/05/2017,13.9,3020.0,1.0,1.0,181.0,2000.0,Brimbank,Western Metropolitan,8517,21.0,Contemporary
8566,Altona,7 Cowra St,3,h,840000.0,SP,hockingstuart,8/04/2017,13.8,3018.0,1.0,2.0,577.0,[[1971.04640773]],Hobsons Bay,Western Metropolitan,8518,[[49.95359227]],Contemporary
8567,Altona,196 Blyth St,5,h,1480000.0,SP,Greg,13/05/2017,13.8,3018.0,3.0,4.0,725.0,1980.0,Hobsons Bay,Western Metropolitan,8519,41.0,Contemporary
8568,Altona,2/214 Queen St,2,t,600000.0,SP,hockingstuart,20/05/2017,13.8,3018.0,1.0,2.0,190.0,[[1971.04640773]],Hobsons Bay,Western Metropolitan,8520,[[49.95359227]],Contemporary
8569,Altona,3/8 Rayner St,2,t,597500.0,S,hockingstuart,22/04/2017,13.8,3018.0,1.0,2.0,178.0,2009.0,Hobsons Bay,Western Metropolitan,8521,12.0,Contemporary
8570,Altona,12 Kookaburra St,3,h,1165000.0,S,Greg,29/04/2017,13.8,3018.0,1.0,2.0,700.0,[[1971.04640773]],Hobsons Bay,Western Metropolitan,8522,[[49.95359227]],Contemporary
8571,Altona,13 Linnet St,4,h,1295000.0,S,Greg,29/04/2017,13.8,3018.0,1.0,2.0,725.0,[[1971.04640773]],Hobsons Bay,Western Metropolitan,8523,[[49.95359227]],Contemporary
8572,Ashburton,53 Gloucester Rd,2,h,1450000.0,S,Woodards,8/04/2017,11.0,3147.0,1.0,1.0,627.0,[[1966.84555071]],Boroondara,Southern Metropolitan,8524,[[54.15444929]],Contemporary
8573,Ashburton,2a Liberator St,2,u,925000.0,S,Jellis,8/04/2017,11.0,3147.0,1.0,2.0,257.0,[[1966.84555071]],Boroondara,Southern Metropolitan,8525,[[54.15444929]],Contemporary
8574,Ashburton,23 Solway St,4,h,2220000.0,S,Marshall,13/05/2017,11.0,3147.0,3.0,2.0,480.0,2016.0,Boroondara,Southern Metropolitan,8526,5.0,Contemporary
8575,Ashburton,24 Baird St,3,h,1912500.0,S,Jellis,22/04/2017,11.0,3147.0,2.0,2.0,869.0,[[1966.84555071]],Boroondara,Southern Metropolitan,8527,[[54.15444929]],Contemporary
8576,Ashburton,11 Poulter St,4,h,2085000.0,PI,Buxton,29/04/2017,11.0,3147.0,2.0,2.0,705.0,[[1966.84555071]],Boroondara,Southern Metropolitan,8528,[[54.15444929]],Contemporary
8577,Balwyn,10A Head St,3,h,1380000.0,S,Barry,8/04/2017,9.7,3103.0,2.0,1.0,548.0,[[1964.89515281]],Boroondara,Southern Metropolitan,8529,[[56.10484719]],Historic
8578,Balwyn,2/15 Pryton Ct,2,u,825000.0,PI,Biggin,20/05/2017,9.7,3103.0,2.0,2.0,288.0,[[1964.89515281]],Boroondara,Southern Metropolitan,8530,[[56.10484719]],Historic
8579,Balwyn,12 Power St,3,h,1670000.0,PI,Fletchers,22/04/2017,9.7,3103.0,1.0,1.0,534.0,[[1964.89515281]],Boroondara,Southern Metropolitan,8531,[[56.10484719]],Historic
8580,Balwyn,27A Yerrin St,3,t,1680000.0,S,Fletchers,22/04/2017,9.7,3103.0,3.0,1.0,329.0,2005.0,Boroondara,Southern Metropolitan,8532,16.0,Contemporary
8581,Brooklyn,6 Millers Rd,2,h,1005000.0,S,hockingstuart,22/04/2017,10.9,3012.0,1.0,2.0,780.0,1950.0,Hobsons Bay,Western Metropolitan,8533,71.0,Historic
8582,Carlton,1/2 Drummond St,3,u,1520000.0,S,hockingstuart,8/04/2017,1.8,3053.0,2.0,2.0,214.0,1993.0,Melbourne,Northern Metropolitan,8534,28.0,Contemporary
8583,Carlton,2/100 Keppel St,2,t,960000.0,VB,Nelson,20/05/2017,1.8,3053.0,2.0,1.0,0.0,1860.0,Melbourne,Northern Metropolitan,8535,161.0,Historic
8584,Carlton,11/108 Elgin St,2,u,995000.0,S,Woodards,22/04/2017,1.8,3053.0,2.0,1.0,0.0,2000.0,Melbourne,Northern Metropolitan,8536,21.0,Contemporary
8585,Carlton,20/264 Drummond St,1,u,490000.0,S,hockingstuart,29/04/2017,1.8,3053.0,1.0,1.0,0.0,2009.0,Melbourne,Northern Metropolitan,8537,12.0,Contemporary
8586,Carlton,10/3 Lytton St,2,u,500000.0,VB,Peter,29/04/2017,1.8,3053.0,1.0,1.0,4076.0,[[1953.0427348]],Melbourne,Northern Metropolitan,8538,[[67.9572652]],Historic
8587,Eaglemont,39 Durham St,4,h,1750000.0,VB,Nelson,20/05/2017,10.3,3084.0,2.0,2.0,707.0,1956.0,Banyule,Eastern Metropolitan,8539,65.0,Historic
8588,Eaglemont,121 The Righi,5,h,2710000.0,PI,Miles,29/04/2017,10.3,3084.0,3.0,2.0,1001.0,1930.0,Banyule,Eastern Metropolitan,8540,91.0,Historic
8589,East Melbourne,402/166 Wellington Pde,1,u,503000.0,S,Biggin,8/04/2017,1.5,3002.0,1.0,1.0,0.0,[[1952.59264298]],Melbourne,Northern Metropolitan,8541,[[68.40735702]],Historic
8590,East Melbourne,4/24 Hotham St,2,u,810000.0,S,Biggin,13/05/2017,1.5,3002.0,1.0,1.0,944.0,[[1952.59264298]],Melbourne,Northern Metropolitan,8542,[[68.40735702]],Historic
8592,Elsternwick,39/2 Gordon St,1,u,385000.0,S,Biggin,8/04/2017,8.5,3185.0,1.0,1.0,1851.0,[[1963.09478552]],Glen Eira,Southern Metropolitan,8544,[[57.90521448]],Historic
8593,Elsternwick,9/39 Horne St,3,t,850000.0,VB,Beller,8/04/2017,8.5,3185.0,2.0,2.0,114.0,1995.0,Glen Eira,Southern Metropolitan,8545,26.0,Contemporary
8594,Elsternwick,8/37 Victoria St,2,u,740000.0,SP,Gary,8/04/2017,8.5,3185.0,1.0,1.0,0.0,1960.0,Glen Eira,Southern Metropolitan,8546,61.0,Historic
8595,Elsternwick,24 Clarence St,3,h,1940000.0,S,Biggin,20/05/2017,8.5,3185.0,2.0,2.0,439.0,1912.0,Glen Eira,Southern Metropolitan,8547,109.0,Historic
8596,Elsternwick,4/34 Horne St,2,u,595000.0,S,Hodges,29/04/2017,8.5,3185.0,1.0,1.0,0.0,[[1963.09478552]],Glen Eira,Southern Metropolitan,8548,[[57.90521448]],Historic
8597,Elsternwick,3/33 St Georges Rd,2,u,632500.0,S,Gary,29/04/2017,8.5,3185.0,1.0,1.0,0.0,1968.0,Glen Eira,Southern Metropolitan,8549,53.0,Contemporary
8598,Elwood,4/88 Addison St,2,u,687000.0,SP,Biggin,8/04/2017,7.7,3184.0,1.0,1.0,1912.0,1970.0,Port Phillip,Southern Metropolitan,8550,51.0,Contemporary
8599,Elwood,12/10 Docker St,2,u,1260000.0,S,hockingstuart,8/04/2017,7.7,3184.0,2.0,2.0,626.0,2008.0,Port Phillip,Southern Metropolitan,8551,13.0,Contemporary
8600,Elwood,9/457 St Kilda St,2,u,695000.0,S,hockingstuart,8/04/2017,7.7,3184.0,1.0,1.0,845.0,1970.0,Port Phillip,Southern Metropolitan,8552,51.0,Contemporary
8601,Elwood,8/89 Addison St,3,u,950000.0,S,Whiting,13/05/2017,7.7,3184.0,1.0,1.0,0.0,[[1961.89454066]],Port Phillip,Southern Metropolitan,8553,[[59.10545934]],Historic
8602,Elwood,7/282 Barkly St,1,u,360000.0,S,Biggin,13/05/2017,7.7,3184.0,1.0,0.0,0.0,1959.0,Port Phillip,Southern Metropolitan,8554,62.0,Historic
8603,Elwood,9 Kendall St,3,h,1875000.0,VB,Chisholm,13/05/2017,7.7,3184.0,2.0,2.0,270.0,[[1961.89454066]],Port Phillip,Southern Metropolitan,8555,[[59.10545934]],Historic
8604,Elwood,6/5 Alfriston St,2,u,642000.0,S,hockingstuart,20/05/2017,7.7,3184.0,1.0,0.0,0.0,1960.0,Port Phillip,Southern Metropolitan,8556,61.0,Historic
8605,Elwood,23 Byron St,3,h,1520000.0,S,Chisholm,20/05/2017,7.7,3184.0,2.0,1.0,362.0,1900.0,Port Phillip,Southern Metropolitan,8557,121.0,Historic
8606,Elwood,13 Cyril St,5,h,2275000.0,S,Biggin,20/05/2017,7.7,3184.0,2.0,1.0,399.0,1910.0,Port Phillip,Southern Metropolitan,8558,111.0,Historic
8607,Elwood,14/125 Ormond Rd,2,u,800000.0,SP,Buxton,20/05/2017,7.7,3184.0,2.0,2.0,0.0,2001.0,Port Phillip,Southern Metropolitan,8559,20.0,Contemporary
8608,Elwood,6/53 Tennyson St,2,u,500000.0,SA,Morleys,20/05/2017,7.7,3184.0,1.0,1.0,0.0,1960.0,Port Phillip,Southern Metropolitan,8560,61.0,Historic
8609,Elwood,102/95 Ormond Rd,1,u,490000.0,VB,McGrath,29/04/2017,7.7,3184.0,1.0,1.0,0.0,2002.0,Port Phillip,Southern Metropolitan,8561,19.0,Contemporary
8610,Essendon North,10 Cowper St,4,h,1291000.0,S,Barry,8/04/2017,9.4,3041.0,2.0,2.0,521.0,1945.0,Moonee Valley,Western Metropolitan,8562,76.0,Historic
8611,Essendon North,3 Madden St,2,t,810000.0,S,Pagan,20/05/2017,9.4,3041.0,2.0,1.0,175.0,[[1964.44506099]],Moonee Valley,Western Metropolitan,8563,[[56.55493901]],Historic
8612,Essendon North,5/15 Bulla Rd,2,u,415500.0,S,Nelson,22/04/2017,9.4,3041.0,1.0,1.0,82.0,1970.0,Moonee Valley,Western Metropolitan,8564,51.0,Contemporary
8613,Fitzroy,60 Argyle St,2,t,1100000.0,VB,Nelson,8/04/2017,1.6,3065.0,2.0,1.0,81.0,1990.0,Yarra,Northern Metropolitan,8565,31.0,Contemporary
8614,Fitzroy,29 Bell St,2,t,1350000.0,S,Nelson,8/04/2017,1.6,3065.0,1.0,2.0,6261.0,1999.0,Yarra,Northern Metropolitan,8566,22.0,Contemporary
8615,Fitzroy,320/416 Gore St,2,u,600000.0,VB,Nelson,8/04/2017,1.6,3065.0,1.0,1.0,2122.0,[[1952.74267359]],Yarra,Northern Metropolitan,8567,[[68.25732641]],Historic
8616,Fitzroy,28 Greeves St,2,h,1350000.0,VB,Jellis,13/05/2017,1.6,3065.0,1.0,0.0,131.0,1900.0,Yarra,Northern Metropolitan,8568,121.0,Historic
8617,Fitzroy,7B Hargreaves St,3,h,2725000.0,S,Jellis,13/05/2017,1.6,3065.0,2.0,1.0,0.0,[[1952.74267359]],Yarra,Northern Metropolitan,8569,[[68.25732641]],Historic
8618,Fitzroy,322 Young St,2,t,1050000.0,S,Nelson,20/05/2017,1.6,3065.0,1.0,1.0,87.0,2000.0,Yarra,Northern Metropolitan,8570,21.0,Contemporary
8619,Fitzroy,10/59 Young St,3,h,1326000.0,S,Nelson,20/05/2017,1.6,3065.0,2.0,2.0,718.0,2006.0,Yarra,Northern Metropolitan,8571,15.0,Contemporary
8620,Fitzroy,233 Gore St,2,h,1200000.0,SP,Brad,29/04/2017,1.6,3065.0,1.0,0.0,63.0,1900.0,Yarra,Northern Metropolitan,8572,121.0,Historic
8621,Fitzroy,503/185 Rose St,2,u,681500.0,SP,Jellis,29/04/2017,1.6,3065.0,1.0,1.0,0.0,[[1952.74267359]],Yarra,Northern Metropolitan,8573,[[68.25732641]],Historic
8622,Gowanbrae,3 Birk Ct,3,h,680000.0,S,Nelson,8/04/2017,13.6,3043.0,2.0,1.0,277.0,2010.0,Moreland,Western Metropolitan,8574,11.0,Contemporary
8623,Gowanbrae,3 Daffodil Ct,3,h,741000.0,S,Nelson,8/04/2017,13.6,3043.0,2.0,2.0,585.0,[[1970.74634651]],Moreland,Western Metropolitan,8575,[[50.25365349]],Contemporary
8624,Gowanbrae,7 Adelaide Bvd,4,h,990000.0,S,Nelson,13/05/2017,13.6,3043.0,2.0,2.0,702.0,2003.0,Moreland,Western Metropolitan,8576,18.0,Contemporary
8625,Gowanbrae,13 Gowanbrae Dr,4,h,970000.0,S,Nelson,29/04/2017,13.6,3043.0,2.0,3.0,737.0,2010.0,Moreland,Western Metropolitan,8577,11.0,Contemporary
8626,Jacana,81 Johnstone St,3,h,485000.0,SP,Barry,8/04/2017,14.5,3047.0,1.0,2.0,630.0,1970.0,Hume,Northern Metropolitan,8578,51.0,Contemporary
8627,Jacana,17 Bannister St,4,h,618000.0,S,YPA,20/05/2017,14.5,3047.0,1.0,2.0,604.0,[[1972.09662198]],Hume,Northern Metropolitan,8579,[[48.90337802]],Contemporary
8628,Keilor Park,49a Spence St,3,u,616000.0,S,Barry,22/04/2017,14.5,3042.0,1.0,2.0,431.0,[[1972.09662198]],Brimbank,Western Metropolitan,8580,[[48.90337802]],Contemporary
8629,Keilor Park,7 Zagreb Ct,3,h,773000.0,S,Nelson,29/04/2017,14.5,3042.0,2.0,2.0,650.0,1980.0,Brimbank,Western Metropolitan,8581,41.0,Contemporary
8630,Kensington,303/62 Altona St,1,u,355000.0,SP,Edward,8/04/2017,4.2,3031.0,1.0,1.0,2581.0,[[1956.64346939]],Melbourne,Northern Metropolitan,8582,[[64.35653061]],Historic
8631,Kensington,20 Bradfield La,1,t,425000.0,SA,Biggin,8/04/2017,4.2,3031.0,1.0,1.0,0.0,2000.0,Melbourne,Northern Metropolitan,8583,21.0,Contemporary
8632,Kensington,217/71 Henry St,2,u,535000.0,SP,Pagan,8/04/2017,4.2,3031.0,2.0,1.0,2592.0,2012.0,Melbourne,Northern Metropolitan,8584,9.0,Contemporary
8634,Kensington,9/11 Smith St,2,u,525000.0,VB,Edward,13/05/2017,4.2,3031.0,1.0,1.0,0.0,2011.0,Melbourne,Northern Metropolitan,8586,10.0,Contemporary
8635,Kensington,16 Altona St,2,h,1110000.0,S,Nelson,20/05/2017,4.2,3031.0,1.0,0.0,155.0,[[1956.64346939]],Melbourne,Northern Metropolitan,8587,[[64.35653061]],Historic
8636,Kensington,4/26 Barnett St,3,t,917500.0,S,Nelson,20/05/2017,4.2,3031.0,1.0,1.0,98.0,1997.0,Melbourne,Northern Metropolitan,8588,24.0,Contemporary
8637,Kensington,109/18 Bent St,2,u,730000.0,SP,Rendina,20/05/2017,4.2,3031.0,2.0,1.0,2135.0,2012.0,Melbourne,Northern Metropolitan,8589,9.0,Contemporary
8638,Kensington,2/2 McCracken St,2,t,811000.0,SP,Biggin,20/05/2017,4.2,3031.0,1.0,0.0,113.0,[[1956.64346939]],Melbourne,Northern Metropolitan,8590,[[64.35653061]],Historic
8639,Kensington,23 Wakefield St,3,h,1190000.0,S,Rendina,20/05/2017,4.2,3031.0,2.0,1.0,180.0,[[1956.64346939]],Melbourne,Northern Metropolitan,8591,[[64.35653061]],Historic
8640,Kensington,33 Chelmsford St,2,h,903000.0,S,Rendina,22/04/2017,4.2,3031.0,1.0,0.0,184.0,[[1956.64346939]],Melbourne,Northern Metropolitan,8592,[[64.35653061]],Historic
8641,Kensington,41 Kensington Rd,3,h,902500.0,S,Rendina,22/04/2017,4.2,3031.0,1.0,1.0,0.0,2003.0,Melbourne,Northern Metropolitan,8593,18.0,Contemporary
8642,Kensington,33 McCracken St,4,h,1817000.0,SP,Hodges,22/04/2017,4.2,3031.0,2.0,1.0,309.0,[[1956.64346939]],Melbourne,Northern Metropolitan,8594,[[64.35653061]],Historic
8643,Kensington,2/75 McCracken St,2,u,528000.0,S,Nelson,22/04/2017,4.2,3031.0,1.0,1.0,0.0,1975.0,Melbourne,Northern Metropolitan,8595,46.0,Contemporary
8644,Kensington,420 Arden St,2,h,1000000.0,VB,Nelson,29/04/2017,4.2,3031.0,1.0,0.0,159.0,[[1956.64346939]],Melbourne,Northern Metropolitan,8596,[[64.35653061]],Historic
